TypeofCancer,Compound,CID,CAS,Trend,Sample,TypeofSampl,TypeofControl,Formula
Lung,hexadecane,11006,544-76-3,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C16H34
Lung,tridecane,12388,629-50-5,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C13H28
Lung,(E)-tetradec-2-ene,5352912,26952-13-6,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C14H28
Lung,tetradecane,12389,629-59-4,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C14H30
Lung,pentadecan-2-one,61303,2345-28-0,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C15H30O
Lung,nonadecane,12401,629-92-5,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C19H40
Lung,icosane,8222,112-95-8,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C20H42
Lung,2-methylpropane,6360,75-28-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H10
Lung,methanol,887,67-56-1,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH4O
Lung,ethanol,702,64-17-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH3CH2OH
Lung,propan-2-one,180,67-64-1,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,pentane,8003,109-66-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H12
Lung,"2-methylbuta-1,3-diene",6557,78-79-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,propan-2-ol,3776,67-63-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,methylsulfanylmethane,1068,75-18-3,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H6S
Lung,methanedithione,6348,75-15-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CS2
Lung,benzene,241,71-43-2,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H6
Lung,toluene,1140,108-88-3,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H5CH3
Lung,butan-1-ol,263,71-36-3,Increase,in vivo,Breath samples from patients with lung cancer (NSCLC),Breath samples from healthy individuals,C4H10O
Lung,3-hydroxybutan-2-one,179,513-86-0,Increase,in vivo,Breath samples from patients with lung cancer (NSCLC),Breath samples from healthy individuals,C4H8O2
Lung,dodecane,8182,112-40-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C12H26
Lung,butanal,261,123-72-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,butan-2-one,6569,78-93-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,ethyl acetate,8857,141-78-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O2
Lung,ethylbenzene,7500,100-41-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H10
Lung,pentan-2-one,7895,107-87-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,propan-1-ol,1031,71-23-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,propan-2-ol,3776,67-63-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,pentanal,8063,110-62-3,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,hexanal,6184,66-25-1,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12O
Lung,nonane,8141,111-84-2,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,ethanol,702,64-17-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH3CH2OH
Lung,propan-2-one,180,67-64-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,butane,7843,106-97-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H10
Lung,methylsulfanylmethane,1068,75-18-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H6S
Lung,"2-methylbuta-1,3-diene",6557,78-79-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,propanal,527,123-38-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,propan-1-ol,1031,71-23-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,pentan-2-one,7895,107-87-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,furan,8029,110-00-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H4O
Lung,"1,2-xylene;1,3-xylene;1,4-xylene",6850715,128686-03-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C24H30
Lung,ethylbenzene,7500,100-41-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H10
Lung,acetaldehyde,177,75-07-0,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H4O
Lung,pentane,8003,109-66-0,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H12
Lung,3-methylpentane,7282,96-14-0,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,ethyl acetate,8857,141-78-6,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O2
Lung,toluene,1140,108-88-3,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H5CH3
Lung,4-methyloctane,16665,2216-34-4,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,butane,7843,106-97-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H10
Lung,3-methyltridecane,110848,6418-41-3,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H30
Lung,7-methyltridecane,33588,26730-14-3,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H30
Lung,4-methyloctane,16665,2216-34-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,3-methylhexane,11507,589-34-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,heptane,8900,142-82-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,2-methylhexane,11582,591-76-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,pentane,8003,109-66-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H12
Lung,5-methyldecane,93071,13151-35-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H24
Lung,2-methylaniline,7242,95-53-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H9N
Lung,butan-2-one,6569,78-93-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,2-hydroxyacetaldehyde,756,141-46-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H4O2
Lung,3-hydroxybutan-2-one,179,513-86-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O2
Lung,(E)-4-hydroxyhex-2-enal,5283314,17427-21-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H10O2
Lung,butane,7843,106-97-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H10
Lung,2-methylbutane,6556,78-78-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H12
Lung,4-methyloctane,16665,2216-34-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,propane,6334,74-98-6,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8
Lung,pentan-2-one,7895,107-87-9,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,propanal,527,123-38-6,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,"2,4-dimethylheptane",16656,2213-23-2,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,prop-1-ene,8252,115-07-1,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6
Lung,icosane,8222,112-95-8,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C20H42
Lung,tridecane,12388,629-50-5,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C13H28
Lung,"2,6,11-trimethyldodecane",35768,31295-56-4,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C15H32
Lung,hexadecanal,984,629-80-1,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C16H32O
Lung,5-(2-methylpropyl)nonane,545936,-,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C13H28
Lung,styrene,7501,100-42-5,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C8H8
Lung,2-methylpentane,7892,107-83-5,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C6H14
Lung,nonadecane,12401,629-92-5,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C19H40
Lung,8-hexylpentadecane,300518,-,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C21H44
Lung,"2,6-ditert-butyl-4-methylphenol",31404,128-37-0,-,in vivo,Breath samples from patients with breast cancer,Breath samples from healthy individuals,C15H24O
Lung,hexadecanal,984,629-80-1,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C16H32O
Lung,5-(2-methylpropyl)nonane,545936,-,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C13H28
Lung,"2,6,11-trimethyldodecane",35768,31295-56-4,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C15H32
Lung,3-methylpentadecane,17899,2882-96-4,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C16H34
Lung,"2,6-ditert-butyl-4-methylphenol",31404,128-37-0,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C15H24O
Lung,8-hexylpentadecane,300518,-,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C21H44
Lung,tridecane,12388,629-50-5,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C13H28
Lung,nonadecan-1-ol,80281,1454-84-8,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C19H40O
Lung,decane,15600,124-18-5,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C10H22
Lung,benzene,241,71-43-2,-,in vivo,Breath samples from patients with breast cancer,Breath samples from patients with pulmonary non-malignant disease,C6H6
Lung,butan-2-one,6569,78-93-3,Produced,in vivo,urine samples from patients with lung cancer,urine samples from healthy individuals,C4H8O
Lung,pentan-2-one,7895,107-87-9,Produced,in vivo,urine samples from patients with lung cancer,urine samples from healthy individuals,C5H10O
Lung,heptan-2-one,8051,110-43-0,Produced,in vivo,urine samples from patients with lung cancer,urine samples from healthy individuals,C7H14O
Lung,2-ethylhexan-1-ol,7720,104-76-7,Produced,in vivo,urine samples from patients with lung cancer,urine samples from healthy individuals,C8H18O
Lung,1H-pyrrole,8027,16199-06-7,Increase,in vivo,urine samples from patients with lung cancer,urine samples from healthy individuals,C4H5N
Lung,pentanal,8063,110-62-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,ethylbenzene,7500,100-41-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H10
Lung,heptanal,8130,111-71-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H14O
Lung,octanal,454,124-13-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H16O
Lung,decane,15600,124-18-5,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H22
Lung,pentan-2-one,7895,107-87-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,pentanal,8063,110-62-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,heptan-2-one,8051,110-43-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H14O
Lung,heptanal,8130,111-71-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H14O
Lung,nonanal,31289,124-19-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H18O
Lung,propan-2-one,180,67-64-1,Increase,in vivo,Breath from lung cancer patients after chemotherapy by cytostatic drugs,Breath from lung cancer patients,C3H6O
Lung,"2-methylbuta-1,3-diene",6557,78-79-5,Increase,in vivo,Breath from lung cancer patients after chemotherapy by cytostatic drugs,Breath from lung cancer patients,C5H8
Lung,azepan-2-one,7768,105-60-2,Increase,in vivo,exhaled breath samples from ipsilateral lungs before tumor surgery,exhaled breath samples from ipsilateral lungs after tumor surgery,C6H11NO
Lung,propanoic acid,1032,79-09-4,Increase,in vivo,exhaled breath samples from ipsilateral lungs before tumor surgery,exhaled breath samples from ipsilateral lungs after tumor surgery,C3H6O2
Lung,"1,1,3,3-tetramethylurea",12437,632-22-4,Decrease,in vivo,blood samples from lung cancer patients before tumor surgery,blood samples from lung cancer patients after tumor surgery,C5H12N2O
Lung,2-phenylpropan-2-ol,12053,617-94-7,Decrease,in vivo,blood samples from lung cancer patients before tumor surgery,blood samples from lung cancer patients after tumor surgery,C9H12O
Lung,N-ethylaniline,7670,103-69-5,Increase,in vivo,blood samples from lung cancer patients before tumor surgery,blood samples from lung cancer patients after tumor surgery,C8H11N
Lung,azepan-2-one,7768,105-60-2,Decrease,in vivo,blood samples from lung cancer patients before tumor surgery,blood samples from lung cancer patients after tumor surgery,C6H11NO
Lung,-,595345,-,Decrease,in vivo,blood samples from lung cancer patients before tumor surgery,blood samples from lung cancer patients after tumor surgery,C15H24O
Lung,nonanoic acid,8158,112-05-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H18O2
Lung,styrene,7501,100-42-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H8
Lung,decane,15600,124-18-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H22
Lung,"2-methylbuta-1,3-diene",6557,78-79-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,benzene,241,71-43-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H6
Lung,undecane,14257,1120-21-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H24
Lung,hex-1-ene,11597,592-41-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12
Lung,hexanal,6184,66-25-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12O
Lung,propylbenzene,7668,103-65-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H12
Lung,"1,2,4-trimethylbenzene",7247,95-63-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H12
Lung,heptanal,8130,111-71-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H14O
Lung,methylcyclopentane,7296,96-37-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12
Lung,oxolane,8028,109-99-9,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C4H8O
Lung,2-chloroethanol,34,107-07-3,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C2H5ClO
Lung,pentan-2-one,7895,107-87-9,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C5H10O
Lung,2-methylpyrazine,7976,109-08-0,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C5H6N2
Lung,cyclohexanone,7967,108-94-1,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C6H10O
Lung,2-ethylhexan-1-ol,7720,104-76-7,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C8H18O
Lung,2-phenylpropan-2-ol,12053,617-94-7,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C9H12O
Lung,"3,5,5-trimethylcyclohex-2-en-1-one",6544,78-59-1,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C9H14O
Lung,"2,6-di(propan-2-yl)phenol",4943,2078-54-8,Increase,in vivo,Urine samples from patients with lung cancer,Urine samples from healthy individuals,C12H18O
Lung,"2-methylbuta-1,3-diene",6557,78-79-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,2-methylpentane,7892,107-83-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,pentane,8003,109-66-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H12
Lung,ethylbenzene,7500,100-41-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H10
Lung,"1,2-xylene;1,3-xylene;1,4-xylene",6850715,128686-03-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C24H30
Lung,"1,2,3-trimethylbenzene",10686,526-73-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H12
Lung,toluene,1140,108-88-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H5CH3
Lung,benzene,241,71-43-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H6
Lung,heptane,8900,142-82-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,decane,15600,124-18-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H22
Lung,styrene,7501,100-42-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H8
Lung,octane,356,111-65-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18
Lung,"2,2,3,3-tetramethyloctane",3033849,30586-18-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C12H26
Lung,2-methylpent-1-ene,12986,763-29-1,Increase,in vivo,Breath samples from lung cancer patients before surgery,Breath samples from lung cancer patients after surgery,C6H12
Lung,hexan-2-one,11583,591-78-6,Increase,in vivo,Breath samples from lung cancer patients before surgery,Breath samples from lung cancer patients after surgery,C6H12O
Lung,heptan-3-one,7802,106-35-4,Increase,in vivo,Breath samples from lung cancer patients before surgery,Breath samples from lung cancer patients after surgery,C7H14O
Lung,styrene,7501,100-42-5,Increase,in vivo,Breath samples from lung cancer patients before surgery,Breath samples from lung cancer patients after surgery,C8H8
Lung,"2,2,4-trimethylhexane",28022,16747-26-5,Increase,in vivo,Breath samples from lung cancer patients before surgery,Breath samples from lung cancer patients after surgery,C9H20
Lung,acetaldehyde,177,75-07-0,Decrease,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C2H4O
Lung,ethanol,702,64-17-5,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,CH3CH2OH
Lung,propan-2-one,180,67-64-1,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C3H6O
Lung,acetonitrile,6342,75-05-8,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C2H3N
Lung,methanedithione,6348,75-15-0,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,CS2
Lung,methylsulfanylmethane,1068,75-18-3,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C2H6S
Lung,propan-2-ol,3776,67-63-0,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C3H8O
Lung,propan-1-ol,1031,71-23-8,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C3H8O
Lung,butan-2-one,6569,78-93-3,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C4H8O
Lung,pentan-2-one,7895,107-87-9,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C5H10O
Lung,2-methylpentane,7892,107-83-5,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C6H14
Lung,3-methylpentane,7282,96-14-0,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C6H14
Lung,hexane,8058,110-54-3,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C6H14
Lung,toluene,1140,108-88-3,Increase,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C6H5CH3
Lung,"1,4-xylene",7809,106-42-3,Decrease,Ex vivo,lung tissues from patients with lung cancer,healthy lung tissue,C6H4(CH3)2
Lung,ethylbenzene,7500,100-41-4,Decrease,Ex vivo,lung tissues from lung cancer patients,healthy lung tissue,C8H10
Lung,acetaldehyde,177,75-07-0,Decrease,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C2H4O
Lung,ethanol,702,64-17-5,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,CH3CH2OH
Lung,propan-2-one,180,67-64-1,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,acetonitrile,6342,75-05-8,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C2H3N
Lung,methanedithione,6348,75-15-0,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,CS2
Lung,methylsulfanylmethane,1068,75-18-3,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C2H6S
Lung,propan-2-ol,3776,67-63-0,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,propan-1-ol,1031,71-23-8,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,butan-2-one,6569,78-93-3,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,pentan-2-one,7895,107-87-9,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,2-methylpentane,7892,107-83-5,Decrease,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,3-methylpentane,7282,96-14-0,Decrease,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,hexane,8058,110-54-3,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,toluene,1140,108-88-3,Decrease,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C6H5CH3
Lung,"1,4-xylene",7809,106-42-3,Decrease,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C6H4(CH3)2
Lung,ethylbenzene,7500,100-41-4,Increase,in vivo,Breath samples frompatients with lung cancer,Breath samples from healthy individuals,C8H10
Lung,methanol,887,67-56-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH4O
Lung,"2-methylbuta-1,3-diene",6557,78-79-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,"(3E)-penta-1,3-diene",62204,504-60-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,acetic acid,176,64-19-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H4O2
Lung,propanoic acid,1032,79-09-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O2
Lung,3-hydroxybutan-2-one,179,513-86-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O2
Lung,toluene,1140,108-88-3,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H5CH3
Lung,1-methyl-4-prop-1-en-2-ylcyclohexene,22311,138-86-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H16
Lung,nonanal,31289,124-19-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H18O
Lung,benzene,241,71-43-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H6
Lung,ethylbenzene,7500,100-41-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H10
Lung,propylbenzene,7668,103-65-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H12
Lung,butan-1-ol,263,71-36-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H10O
Lung,butan-2-one,6569,78-93-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,dodecane,8182,112-40-3,Increase,in vivo,Breath from non-smokers lung cancer patients,Breath samples from healthy individuals,C12H26
Lung,cyclohexane,8078,110-82-7,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12
Lung,propanal,527,123-38-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,butanal,261,123-72-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,pentanal,8063,110-62-3,Increase,in vivo,Breath from non-smokers lung cancer patients,Breath samples from healthy individuals,C5H10O
Lung,hexanal,6184,66-25-1,Increase,in vivo,Breath from non-smokers lung cancer patients,Breath samples from healthy individuals,C6H12O
Lung,decanal,8175,112-31-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H20O
Lung,character(0),-,character(0),-,in vivo,urine samples from lung cancer patients,urine samples from healthy individuals,character(0)
Lung,nitromethane,6375,75-52-5,-,in vivo,urine samples from lung cancer patients,urine samples from healthy individuals,CH3NO2
Lung,heptan-2-one,8051,110-43-0,-,in vivo,urine samples from lung cancer patients,urine samples from healthy individuals,C7H14O
Lung,(E)-hept-5-en-2-one,5363108,6714-00-7,-,in vivo,urine samples from lung cancer patients,urine samples from healthy individuals,C7H12O
Lung,"1-(3,4-dihydro-2H-pyrrol-5-yl)ethanone",522834,85213-22-5,-,in vivo,urine samples from lung cancer patients,urine samples from healthy individuals,C6H9NO
Lung,"2-propan-2-yl-4,5-dihydro-1,3-thiazole",206245,45533-49-1,-,in vivo,urine samples from lung cancer patients,urine samples from healthy individuals,C6H11NS
Lung,"2-butan-2-yl-4,5-dihydro-1,3-thiazole",162148,56367-27-2,-,in vivo,urine samples from lung cancer patients,urine samples from healthy individuals,C7H13NS
Lung,6-hydroxy-6-methylheptan-3-one,129891,123065-56-5,-,in vivo,urine samples from lung cancer patients,urine samples from healthy individuals,C8H16O2
